"Interval start","All Packets"
10601.5,0
10602,0
10602.5,0
10603,0
10603.5,0
10604,0
10604.5,0
10605,0
10605.5,0
10606,0
10606.5,0
10607,0
10607.5,0
10608,0
10608.5,0
10609,0
10609.5,0
10610,0
10610.5,0
10611,0
10611.5,0
10612,0
10612.5,0
10613,0
10613.5,0
10614,0
10614.5,0
10615,0
10615.5,0
10616,0
10616.5,0
10617,0
10617.5,0
10618,0
10618.5,0
10619,0
10619.5,0
10620,0
10620.5,0
10621,0
10621.5,0
10622,0
10622.5,0
10623,0
10623.5,0
10624,0
10624.5,0
10625,0
10625.5,0
10626,0
10626.5,0
10627,0
10627.5,0
10628,0
10628.5,0
10629,0
10629.5,0
10630,0
10630.5,0
10631,0
10631.5,0
10632,0
10632.5,0
10633,0
10633.5,0
10634,0
10634.5,0
10635,0
10635.5,0
10636,0
10636.5,0
10637,0
10637.5,0
10638,0
10638.5,0
10639,0
10639.5,0
10640,0
10640.5,0
10641,0
10641.5,0
10642,0
10642.5,0
10643,0
10643.5,0
10644,0
10644.5,0
10645,0
10645.5,0
10646,0
10646.5,0
10647,0
10647.5,0
10648,0
10648.5,0
10649,0
10649.5,0
10650,0
10650.5,0
10651,0
10651.5,0
10652,0
10652.5,0
10653,0
10653.5,0
10654,0
10654.5,0
10655,0
10655.5,0
10656,0
10656.5,0
10657,0
10657.5,0
10658,0
10658.5,0
10659,0
10659.5,0
10660,0
10660.5,0
10661,0
10661.5,0
10662,0
10662.5,0
10663,0
10663.5,0
10664,0
10664.5,0
10665,0
10665.5,0
10666,0
10666.5,0
10667,0
10667.5,0
10668,0
10668.5,0
10669,0
10669.5,0
10670,0
10670.5,0
10671,0
10671.5,0
10672,0
10672.5,0
10673,0
10673.5,0
10674,0
10674.5,0
10675,0
10675.5,0
10676,0
10676.5,0
10677,0
10677.5,0
10678,0
10678.5,0
10679,0
10679.5,0
10680,0
10680.5,0
10681,0
10681.5,0
10682,0
10682.5,0
10683,0
10683.5,0
10684,0
10684.5,0
10685,0
10685.5,0
10686,0
10686.5,0
10687,0
10687.5,0
10688,0
10688.5,0
10689,0
10689.5,0
10690,0
10690.5,0
10691,0
10691.5,0
10692,0
10692.5,0
10693,0
10693.5,0
10694,0
10694.5,0
10695,0
10695.5,0
10696,0
10696.5,0
10697,0
10697.5,0
10698,0
10698.5,0
10699,0
10699.5,0
10700,0
10700.5,0
10701,0
10701.5,0
10702,0
10702.5,0
10703,0
10703.5,0
10704,0
10704.5,0
10705,0
10705.5,0
10706,0
10706.5,0
10707,0
10707.5,0
10708,0
10708.5,0
10709,0
10709.5,0
10710,0
10710.5,0
10711,0
10711.5,0
10712,0
10712.5,0
10713,0
10713.5,0
10714,0
10714.5,0
10715,0
10715.5,0
10716,0
10716.5,0
10717,0
10717.5,0
10718,0
10718.5,0
10719,0
10719.5,0
10720,0
10720.5,0
10721,0
10721.5,0
10722,0
10722.5,0
10723,0
10723.5,0
10724,0
10724.5,0
10725,0
10725.5,0
10726,0
10726.5,0
10727,0
10727.5,0
10728,0
10728.5,0
10729,0
10729.5,0
10730,0
10730.5,0
10731,0
10731.5,0
10732,0
10732.5,0
10733,0
10733.5,0
10734,0
10734.5,0
10735,0
10735.5,0
10736,0
10736.5,0
10737,0
10737.5,0
10738,0
10738.5,0
10739,0
10739.5,0
10740,0
10740.5,0
10741,0
10741.5,0
10742,0
10742.5,0
10743,0
10743.5,0
10744,0
10744.5,0
10745,0
10745.5,0
10746,0
10746.5,0
10747,0
10747.5,0
10748,0
10748.5,0
10749,0
10749.5,0
10750,0
10750.5,0
10751,0
10751.5,0
10752,0
10752.5,0
10753,0
10753.5,0
10754,0
10754.5,0
10755,0
10755.5,0
10756,0
10756.5,0
10757,0
10757.5,0
10758,0
10758.5,0
10759,0
10759.5,0
10760,0
10760.5,0
10761,0
10761.5,0
10762,0
10762.5,0
10763,0
10763.5,0
10764,0
10764.5,0
10765,0
10765.5,0
10766,0
10766.5,0
10767,0
10767.5,0
10768,0
10768.5,0
10769,0
10769.5,0
10770,0
10770.5,0
10771,0
10771.5,0
10772,0
10772.5,0
10773,0
10773.5,0
10774,0
10774.5,0
10775,0
10775.5,0
10776,0
10776.5,0
10777,0
10777.5,0
10778,0
10778.5,0
10779,0
10779.5,0
10780,0
10780.5,0
10781,0
10781.5,0
10782,0
10782.5,0
10783,0
10783.5,0
10784,0
10784.5,0
10785,0
10785.5,0
10786,0
10786.5,0
10787,0
10787.5,0
10788,0
10788.5,0
10789,0
10789.5,0
10790,0
10790.5,0
10791,0
10791.5,0
10792,0
10792.5,0
10793,0
10793.5,0
10794,0
10794.5,0
10795,0
10795.5,0
10796,0
10796.5,0
10797,0
10797.5,0
10798,0
10798.5,0
10799,0
10799.5,0
10800,0
10800.5,0
10801,0
10801.5,0
10802,0
10802.5,0
10803,0
10803.5,0
10804,0
10804.5,0
10805,0
10805.5,0
10806,0
10806.5,0
10807,0
10807.5,0
10808,0
10808.5,0
10809,0
10809.5,0
10810,0
10810.5,0
10811,0
10811.5,0
10812,0
10812.5,0
10813,0
10813.5,0
10814,0
10814.5,0
10815,0
10815.5,0
10816,0
10816.5,0
10817,0
10817.5,0
10818,0
10818.5,0
10819,0
10819.5,0
10820,0
10820.5,0
10821,0
10821.5,0
10822,0
10822.5,0
10823,0
10823.5,0
10824,0
10824.5,0
10825,0
10825.5,0
10826,0
10826.5,0
10827,0
10827.5,0
10828,0
10828.5,0
10829,0
10829.5,0
10830,0
10830.5,0
10831,0
10831.5,0
10832,0
10832.5,0
10833,0
10833.5,0
10834,0
10834.5,0
10835,0
10835.5,0
10836,0
10836.5,0
10837,0
10837.5,0
10838,0
10838.5,0
10839,0
10839.5,0
10840,0
10840.5,0
10841,0
10841.5,0
10842,0
10842.5,0
10843,0
10843.5,0
10844,0
10844.5,0
10845,0
10845.5,0
10846,0
10846.5,0
10847,0
10847.5,0
10848,0
10848.5,0
10849,0
10849.5,0
10850,0
10850.5,0
10851,0
10851.5,0
10852,0
10852.5,0
10853,0
10853.5,0
10854,0
10854.5,0
10855,0
10855.5,0
10856,0
10856.5,0
10857,0
10857.5,0
10858,0
10858.5,0
10859,0
10859.5,0
10860,0
10860.5,0
10861,0
10861.5,0
10862,0
10862.5,0
10863,0
10863.5,0
10864,0
10864.5,0
10865,0
10865.5,0
10866,0
10866.5,0
10867,0
10867.5,0
10868,0
10868.5,0
10869,0
10869.5,0
10870,0
10870.5,0
10871,0
10871.5,0
10872,0
10872.5,0
10873,0
10873.5,0
10874,0
10874.5,0
10875,0
10875.5,0
10876,0
10876.5,0
10877,0
10877.5,0
10878,0
10878.5,0
10879,0
10879.5,0
10880,0
10880.5,0
10881,0
10881.5,0
10882,0
10882.5,0
10883,0
10883.5,0
10884,0
10884.5,0
10885,0
10885.5,0
10886,0
10886.5,0
10887,0
10887.5,0
10888,0
10888.5,0
10889,0
10889.5,0
10890,0
10890.5,0
10891,0
10891.5,0
10892,0
10892.5,0
10893,0
10893.5,0
10894,0
10894.5,0
10895,0
10895.5,0
10896,0
10896.5,0
10897,0
10897.5,0
10898,0
10898.5,0
10899,0
10899.5,0
10900,0
10900.5,0
10901,0
10901.5,0
10902,0
10902.5,0
10903,0
10903.5,0
10904,0
10904.5,0
10905,0
10905.5,0
10906,0
10906.5,0
10907,0
10907.5,0
10908,0
10908.5,0
10909,0
10909.5,0
10910,0
10910.5,0
10911,0
10911.5,0
10912,0
10912.5,0
10913,0
10913.5,0
10914,0
10914.5,0
10915,0
10915.5,0
10916,0
10916.5,0
10917,0
10917.5,0
10918,0
10918.5,0
10919,0
10919.5,0
10920,0
10920.5,0
10921,0
10921.5,0
10922,0
10922.5,0
10923,0
10923.5,0
10924,0
10924.5,0
10925,0
10925.5,0
10926,0
10926.5,0
10927,0
10927.5,0
10928,0
10928.5,0
10929,0
10929.5,0
10930,0
10930.5,0
10931,0
10931.5,0
10932,0
10932.5,0
10933,0
10933.5,0
10934,0
10934.5,0
10935,0
10935.5,0
10936,0
10936.5,0
10937,0
10937.5,0
10938,0
10938.5,0
10939,0
10939.5,0
10940,0
10940.5,0
10941,0
10941.5,0
10942,0
10942.5,0
10943,0
10943.5,0
10944,0
10944.5,0
10945,0
10945.5,0
10946,0
10946.5,0
10947,0
10947.5,0
10948,0
10948.5,0
10949,0
10949.5,0
10950,0
10950.5,0
10951,0
10951.5,0
10952,0
10952.5,0
10953,0
10953.5,0
10954,0
10954.5,0
10955,0
10955.5,0
10956,0
10956.5,0
10957,0
10957.5,0
10958,0
10958.5,0
10959,0
10959.5,0
10960,0
10960.5,0
10961,0
10961.5,0
10962,0
10962.5,0
10963,0
10963.5,0
10964,0
10964.5,0
10965,0
10965.5,0
10966,0
10966.5,0
10967,0
10967.5,0
10968,0
10968.5,0
10969,0
10969.5,0
10970,0
10970.5,0
10971,0
10971.5,0
10972,0
10972.5,0
10973,0
10973.5,0
10974,0
10974.5,0
10975,0
10975.5,0
10976,0
10976.5,0
10977,0
10977.5,0
10978,0
10978.5,0
10979,0
10979.5,0
10980,0
10980.5,0
10981,0
10981.5,0
10982,0
10982.5,0
10983,0
10983.5,0
10984,0
10984.5,0
10985,0
10985.5,0
10986,0
10986.5,0
10987,0
10987.5,0
10988,0
10988.5,0
10989,0
10989.5,0
10990,0
10990.5,0
10991,0
10991.5,0
10992,0
10992.5,0
10993,0
10993.5,0
10994,0
10994.5,0
10995,0
10995.5,0
10996,0
10996.5,0
10997,0
10997.5,0
10998,0
10998.5,0
10999,0
10999.5,0
11000,0
11000.5,0
11001,0
11001.5,0
11002,0
11002.5,0
11003,0
11003.5,0
11004,0
11004.5,0
11005,0
11005.5,0
11006,0
11006.5,0
11007,0
11007.5,0
11008,0
11008.5,0
11009,0
11009.5,0
11010,0
11010.5,0
11011,0
11011.5,0
11012,0
11012.5,0
11013,0
11013.5,0
11014,0
11014.5,0
11015,0
11015.5,0
11016,0
11016.5,0
11017,0
11017.5,0
11018,0
11018.5,0
11019,0
11019.5,0
11020,0
11020.5,0
11021,0
11021.5,0
11022,0
11022.5,0
11023,0
11023.5,0
11024,0
11024.5,0
11025,0
11025.5,0
11026,0
11026.5,0
11027,0
11027.5,0
11028,0
11028.5,0
11029,0
11029.5,0
11030,0
11030.5,0
11031,0
11031.5,0
11032,0
11032.5,0
11033,0
11033.5,0
11034,0
11034.5,0
11035,0
11035.5,0
11036,0
11036.5,0
11037,0
11037.5,0
11038,0
11038.5,0
11039,0
11039.5,0
11040,0
11040.5,0
11041,0
11041.5,0
11042,0
11042.5,0
11043,0
11043.5,0
11044,0
11044.5,0
11045,0
11045.5,0
11046,0
11046.5,0
11047,0
11047.5,0
11048,0
11048.5,0
11049,0
11049.5,0
11050,0
11050.5,0
11051,0
11051.5,0
11052,0
11052.5,0
11053,0
11053.5,0
11054,0
11054.5,0
11055,0
11055.5,0
11056,0
11056.5,0
11057,0
11057.5,0
11058,0
11058.5,0
11059,0
11059.5,0
11060,0
11060.5,0
11061,0
11061.5,0
11062,0
11062.5,0
11063,0
11063.5,0
11064,0
11064.5,0
11065,0
11065.5,0
11066,0
11066.5,0
11067,0
11067.5,0
11068,0
11068.5,0
11069,0
11069.5,0
11070,0
11070.5,0
11071,0
11071.5,0
11072,0
11072.5,0
11073,0
11073.5,0
11074,0
11074.5,0
11075,0
11075.5,0
11076,0
11076.5,0
11077,0
11077.5,0
11078,0
11078.5,0
11079,0
11079.5,0
11080,0
11080.5,0
11081,0
11081.5,0
11082,0
11082.5,0
11083,0
11083.5,0
11084,0
11084.5,0
11085,0
11085.5,0
11086,0
11086.5,0
11087,0
11087.5,0
11088,0
11088.5,0
11089,0
11089.5,0
11090,0
11090.5,0
11091,0
11091.5,0
11092,0
11092.5,0
11093,0
11093.5,0
11094,0
11094.5,0
11095,0
11095.5,0
11096,0
11096.5,0
11097,0
11097.5,0
11098,0
11098.5,0
11099,0
11099.5,0
11100,0
11100.5,0
11101,0
11101.5,0
11102,0
11102.5,0
11103,0
11103.5,0
11104,0
11104.5,0
11105,0
11105.5,0
11106,0
11106.5,0
11107,0
11107.5,0
11108,0
11108.5,0
11109,0
11109.5,0
11110,0
11110.5,0
11111,0
11111.5,0
11112,0
11112.5,0
11113,0
11113.5,0
11114,0
11114.5,0
11115,0
11115.5,0
11116,0
11116.5,0
11117,0
11117.5,0
11118,0
11118.5,0
11119,0
11119.5,0
11120,0
11120.5,0
11121,0
11121.5,0
11122,0
11122.5,0
11123,0
11123.5,0
11124,0
11124.5,0
11125,0
11125.5,0
11126,0
11126.5,0
11127,0
11127.5,0
11128,0
11128.5,0
11129,0
11129.5,0
11130,0
11130.5,0
11131,0
11131.5,0
11132,0
11132.5,0
11133,0
11133.5,0
11134,0
11134.5,0
11135,0
11135.5,0
11136,0
11136.5,0
11137,0
11137.5,0
11138,0
11138.5,0
11139,0
11139.5,0
11140,0
11140.5,0
11141,0
11141.5,0
11142,0
11142.5,0
11143,0
11143.5,0
11144,0
11144.5,0
11145,0
11145.5,0
11146,0
11146.5,0
11147,0
11147.5,0
11148,0
11148.5,0
11149,0
11149.5,0
11150,0
11150.5,0
11151,0
11151.5,0
11152,0
11152.5,0
11153,0
11153.5,0
11154,0
11154.5,0
11155,0
11155.5,0
11156,0
11156.5,0
11157,0
11157.5,0
11158,0
11158.5,0
11159,0
11159.5,0
11160,0
11160.5,0
11161,0
11161.5,0
11162,0
11162.5,0
11163,0
11163.5,0
11164,0
11164.5,0
11165,0
11165.5,0
11166,0
11166.5,0
11167,0
11167.5,0
11168,0
11168.5,0
11169,0
11169.5,0
11170,0
11170.5,0
11171,0
11171.5,0
11172,0
11172.5,0
11173,0
11173.5,0
11174,0
11174.5,0
11175,0
11175.5,0
11176,0
11176.5,0
11177,0
11177.5,0
11178,0
11178.5,0
11179,0
11179.5,0
11180,0
11180.5,0
11181,0
11181.5,0
11182,0
11182.5,0
11183,0
11183.5,0
11184,0
11184.5,0
11185,0
11185.5,0
11186,0
11186.5,0
11187,0
11187.5,0
11188,0
11188.5,0
11189,0
11189.5,0
11190,0
11190.5,0
11191,0
11191.5,0
11192,0
11192.5,0
11193,0
11193.5,0
11194,0
11194.5,0
11195,0
11195.5,0
11196,0
11196.5,0
11197,0
11197.5,0
11198,0
11198.5,0
11199,0
11199.5,0
11200,0
11200.5,0
11201,0
11201.5,0
11202,0
11202.5,0
11203,0
11203.5,0
11204,0
11204.5,0
11205,0
11205.5,0
11206,0
11206.5,0
11207,0
11207.5,0
11208,0
11208.5,0
11209,0
11209.5,0
11210,0
11210.5,0
11211,0
11211.5,0
11212,0
11212.5,0
11213,0
11213.5,0
11214,0
11214.5,0
11215,0
11215.5,0
11216,0
11216.5,0
11217,0
11217.5,0
11218,0
11218.5,0
11219,0
11219.5,0
11220,0
11220.5,0
11221,0
11221.5,0
11222,0
11222.5,0
11223,0
11223.5,0
11224,0
11224.5,0
11225,0
11225.5,0
11226,0
11226.5,0
11227,0
11227.5,0
11228,0
11228.5,0
11229,0
11229.5,0
11230,0
11230.5,0
11231,0
11231.5,0
11232,0
11232.5,0
11233,0
11233.5,0
11234,0
11234.5,0
11235,0
11235.5,0
11236,0
11236.5,0
11237,0
11237.5,0
11238,0
11238.5,0
11239,0
11239.5,0
11240,0
11240.5,0
11241,0
11241.5,0
11242,0
11242.5,0
11243,0
11243.5,0
11244,0
11244.5,0
11245,0
11245.5,0
11246,0
11246.5,0
11247,0
11247.5,0
11248,0
11248.5,0
11249,0
11249.5,0
11250,0
11250.5,0
11251,0
11251.5,0
11252,0
11252.5,0
11253,0
11253.5,0
11254,0
11254.5,0
11255,0
11255.5,0
11256,0
11256.5,0
11257,0
11257.5,0
11258,0
11258.5,0
11259,0
11259.5,0
11260,0
11260.5,0
11261,0
11261.5,0
11262,0
11262.5,0
11263,0
11263.5,0
11264,0
11264.5,0
11265,0
11265.5,0
11266,0
11266.5,0
11267,0
11267.5,0
11268,0
11268.5,0
11269,0
11269.5,0
11270,0
11270.5,0
11271,0
11271.5,0
11272,0
11272.5,0
11273,0
11273.5,0
11274,0
11274.5,0
11275,0
11275.5,0
11276,0
11276.5,0
11277,0
11277.5,0
11278,0
11278.5,0
11279,0
11279.5,0
11280,0
11280.5,0
11281,0
11281.5,0
11282,0
11282.5,0
11283,0
11283.5,0
11284,0
11284.5,0
11285,0
11285.5,0
11286,0
11286.5,0
11287,0
11287.5,0
11288,0
11288.5,0
11289,0
11289.5,0
11290,0
11290.5,0
11291,0
11291.5,0
11292,0
11292.5,0
11293,0
11293.5,0
11294,0
11294.5,0
11295,0
11295.5,0
11296,0
11296.5,0
11297,0
11297.5,0
11298,0
11298.5,0
11299,0
11299.5,0
11300,0
11300.5,0
11301,0
11301.5,0
11302,0
11302.5,0
11303,0
11303.5,0
11304,0
11304.5,0
11305,0
11305.5,0
11306,0
11306.5,0
11307,0
11307.5,0
11308,0
11308.5,0
11309,0
11309.5,0
11310,0
11310.5,0
11311,0
11311.5,0
11312,0
11312.5,0
11313,0
11313.5,0
11314,0
11314.5,0
11315,0
11315.5,0
11316,0
11316.5,0
11317,0
11317.5,0
11318,0
11318.5,0
11319,0
11319.5,0
11320,0
11320.5,0
11321,0
11321.5,0
11322,0
11322.5,0
11323,0
11323.5,0
11324,0
11324.5,0
11325,0
11325.5,0
11326,0
11326.5,0
11327,0
11327.5,0
11328,0
11328.5,0
11329,0
11329.5,0
11330,0
11330.5,0
11331,0
11331.5,0
11332,0
11332.5,0
11333,0
11333.5,0
11334,0
11334.5,0
11335,0
11335.5,0
11336,0
11336.5,0
11337,0
11337.5,0
11338,0
11338.5,0
11339,0
11339.5,0
11340,0
11340.5,0
11341,0
11341.5,0
11342,0
11342.5,0
11343,0
11343.5,0
11344,0
11344.5,0
11345,0
11345.5,0
11346,0
11346.5,0
11347,0
11347.5,0
11348,0
11348.5,0
11349,0
11349.5,0
11350,0
11350.5,0
11351,0
11351.5,0
11352,0
11352.5,0
11353,0
11353.5,0
11354,0
11354.5,0
11355,0
11355.5,0
11356,0
11356.5,0
11357,0
11357.5,0
11358,0
11358.5,0
11359,0
11359.5,0
11360,0
11360.5,0
11361,0
11361.5,0
11362,0
11362.5,0
11363,0
11363.5,0
11364,0
11364.5,0
11365,0
11365.5,0
11366,0
11366.5,0
11367,0
11367.5,0
11368,0
11368.5,0
11369,0
11369.5,0
11370,0
11370.5,0
11371,0
11371.5,0
11372,0
11372.5,0
11373,0
11373.5,0
11374,0
11374.5,0
11375,0
11375.5,0
11376,0
11376.5,0
11377,0
11377.5,0
11378,0
11378.5,0
11379,0
11379.5,0
11380,0
11380.5,0
11381,0
11381.5,0
11382,0
11382.5,0
11383,0
11383.5,0
11384,0
11384.5,0
11385,0
11385.5,0
11386,0
11386.5,0
11387,0
11387.5,0
11388,0
11388.5,0
11389,0
11389.5,0
11390,0
11390.5,0
11391,0
11391.5,0
11392,0
11392.5,0
11393,0
11393.5,0
11394,0
11394.5,0
11395,0
11395.5,0
11396,0
11396.5,0
11397,0
11397.5,0
11398,0
11398.5,0
11399,0
11399.5,0
11400,0
11400.5,0
11401,0
11401.5,0
11402,0
11402.5,0
11403,0
11403.5,0
11404,0
11404.5,0
11405,0
11405.5,0
11406,0
11406.5,0
11407,0
11407.5,0
11408,0
11408.5,0
11409,0
11409.5,0
11410,0
11410.5,0
11411,0
11411.5,0
11412,0
11412.5,0
11413,0
11413.5,0
11414,0
11414.5,0
11415,0
11415.5,0
11416,0
11416.5,0
11417,0
11417.5,0
11418,0
11418.5,0
11419,0
11419.5,0
11420,0
11420.5,0
11421,0
11421.5,0
11422,0
11422.5,0
11423,0
11423.5,0
11424,0
11424.5,0
11425,0
11425.5,0
11426,0
11426.5,0
11427,0
11427.5,0
11428,0
11428.5,0
11429,0
11429.5,0
11430,0
11430.5,0
11431,0
11431.5,0
11432,0
11432.5,0
11433,0
11433.5,0
11434,0
11434.5,0
11435,0
11435.5,0
11436,0
11436.5,0
11437,0
11437.5,0
11438,0
11438.5,0
11439,0
11439.5,0
11440,0
11440.5,0
11441,0
11441.5,0
11442,0
11442.5,0
11443,0
11443.5,0
11444,0
11444.5,0
11445,0
11445.5,0
11446,0
11446.5,0
11447,0
11447.5,0
11448,0
11448.5,0
11449,0
11449.5,0
11450,0
11450.5,0
11451,0
11451.5,0
11452,0
11452.5,0
11453,0
11453.5,0
11454,0
11454.5,0
11455,0
11455.5,0
11456,0
11456.5,0
11457,0
11457.5,0
11458,0
11458.5,0
11459,0
11459.5,0
11460,0
11460.5,0
11461,0
11461.5,0
11462,0
11462.5,0
11463,0
11463.5,0
11464,0
11464.5,0
11465,0
11465.5,0
11466,0
11466.5,0
11467,0
11467.5,0
11468,0
11468.5,0
11469,0
11469.5,0
11470,0
11470.5,0
11471,0
11471.5,0
11472,0
11472.5,0
11473,0
11473.5,0
11474,0
11474.5,0
11475,0
11475.5,0
11476,0
11476.5,0
11477,0
11477.5,0
11478,0
11478.5,0
11479,0
11479.5,0
11480,0
11480.5,0
11481,0
11481.5,0
11482,0
11482.5,0
11483,0
11483.5,0
11484,0
11484.5,0
11485,0
11485.5,0
11486,0
11486.5,0
11487,0
11487.5,0
11488,0
11488.5,0
11489,0
11489.5,0
11490,0
11490.5,0
11491,0
11491.5,0
11492,0
11492.5,0
11493,0
11493.5,0
11494,0
11494.5,0
11495,0
11495.5,0
11496,0
11496.5,0
11497,0
11497.5,0
11498,0
11498.5,0
11499,0
11499.5,0
11500,0
11500.5,0
11501,0
11501.5,0
11502,0
11502.5,0
11503,0
11503.5,0
11504,0
11504.5,0
11505,0
11505.5,0
11506,0
11506.5,0
11507,0
11507.5,0
11508,0
11508.5,0
11509,0
11509.5,0
11510,0
11510.5,0
11511,0
11511.5,0
11512,0
11512.5,0
11513,0
11513.5,0
11514,0
11514.5,0
11515,0
11515.5,0
11516,0
11516.5,0
11517,0
11517.5,0
11518,0
11518.5,0
11519,0
11519.5,0
11520,0
11520.5,0
11521,0
11521.5,0
11522,0
11522.5,0
11523,0
11523.5,0
11524,0
11524.5,0
11525,0
11525.5,0
11526,0
11526.5,0
11527,0
11527.5,0
11528,0
11528.5,0
11529,0
11529.5,0
11530,0
11530.5,0
11531,0
11531.5,0
11532,0
11532.5,0
11533,0
11533.5,0
11534,0
11534.5,0
11535,0
11535.5,0
11536,0
11536.5,0
11537,0
11537.5,0
11538,0
11538.5,0
11539,0
11539.5,0
11540,0
11540.5,0
11541,0
11541.5,0
11542,0
11542.5,0
11543,0
11543.5,0
11544,0
11544.5,0
11545,0
11545.5,0
11546,0
11546.5,0
11547,0
11547.5,0
11548,0
11548.5,0
11549,0
11549.5,0
11550,0
11550.5,0
11551,0
11551.5,0
11552,0
11552.5,0
11553,0
11553.5,0
11554,0
11554.5,0
11555,0
11555.5,0
11556,0
11556.5,0
11557,0
11557.5,0
11558,0
11558.5,0
11559,0
11559.5,0
11560,0
11560.5,0
11561,0
11561.5,0
11562,0
11562.5,0
11563,0
11563.5,0
11564,0
11564.5,0
11565,0
11565.5,0
11566,0
11566.5,0
11567,0
11567.5,0
11568,0
11568.5,0
11569,0
11569.5,0
11570,0
11570.5,0
11571,0
11571.5,0
11572,0
11572.5,0
11573,0
11573.5,0
11574,0
11574.5,0
11575,0
11575.5,0
11576,0
11576.5,0
11577,0
11577.5,0
11578,0
11578.5,0
11579,0
11579.5,0
11580,0
11580.5,0
11581,0
11581.5,0
11582,0
11582.5,0
11583,0
11583.5,0
11584,0
11584.5,0
11585,0
11585.5,0
11586,0
11586.5,0
11587,0
11587.5,0
11588,0
11588.5,0
11589,0
11589.5,0
11590,0
11590.5,0
11591,0
11591.5,0
11592,0
11592.5,0
11593,0
11593.5,0
11594,0
11594.5,0
11595,0
11595.5,0
11596,0
11596.5,0
11597,0
11597.5,0
11598,0
11598.5,0
11599,0
11599.5,0
11600,0
11600.5,0
11601,0
11601.5,0
11602,0
11602.5,0
11603,0
11603.5,0
11604,0
11604.5,0
11605,0
11605.5,0
11606,0
11606.5,0
11607,0
11607.5,0
11608,0
11608.5,0
11609,0
11609.5,0
11610,0
11610.5,0
11611,0
11611.5,0
11612,0
11612.5,0
11613,0
11613.5,0
11614,0
11614.5,0
11615,0
11615.5,0
11616,0
11616.5,0
11617,0
11617.5,0
11618,0
11618.5,0
11619,0
11619.5,0
11620,0
11620.5,0
11621,0
11621.5,0
11622,0
11622.5,0
11623,0
11623.5,0
11624,0
11624.5,0
11625,0
11625.5,0
11626,0
11626.5,0
11627,0
11627.5,0
11628,0
11628.5,0
11629,0
11629.5,0
11630,0
11630.5,0
11631,0
11631.5,0
11632,0
11632.5,0
11633,0
11633.5,0
11634,0
11634.5,0
11635,0
11635.5,0
11636,0
11636.5,0
11637,0
11637.5,0
11638,0
11638.5,0
11639,0
11639.5,0
11640,0
11640.5,0
11641,0
11641.5,0
11642,0
11642.5,0
11643,0
11643.5,0
11644,0
11644.5,0
11645,0
11645.5,0
11646,0
11646.5,0
11647,0
11647.5,0
11648,0
11648.5,0
11649,0
11649.5,0
11650,0
11650.5,0
11651,0
11651.5,0
11652,0
11652.5,0
11653,0
11653.5,0
11654,0
11654.5,0
11655,0
11655.5,0
11656,0
11656.5,0
11657,0
11657.5,0
11658,0
11658.5,0
11659,0
11659.5,0
11660,0
11660.5,0
11661,0
11661.5,0
11662,0
11662.5,0
11663,0
11663.5,0
11664,0
11664.5,0
11665,0
11665.5,0
11666,0
11666.5,0
11667,0
11667.5,0
11668,0
11668.5,0
11669,0
11669.5,0
11670,0
11670.5,0
11671,0
11671.5,0
11672,0
11672.5,0
11673,0
11673.5,0
11674,0
11674.5,0
11675,0
11675.5,0
11676,0
11676.5,0
11677,0
11677.5,0
11678,0
11678.5,0
11679,0
11679.5,0
11680,0
11680.5,0
11681,0
11681.5,0
11682,0
11682.5,0
11683,0
11683.5,0
11684,0
11684.5,0
11685,0
11685.5,0
11686,0
11686.5,0
11687,0
11687.5,0
11688,0
11688.5,0
11689,0
11689.5,0
11690,0
11690.5,0
11691,0
11691.5,0
11692,0
11692.5,0
11693,0
11693.5,0
11694,0
11694.5,0
11695,0
11695.5,0
11696,0
11696.5,0
11697,0
11697.5,0
11698,0
11698.5,0
11699,0
11699.5,0
11700,0
11700.5,0
11701,0
11701.5,0
11702,0
11702.5,0
11703,0
11703.5,0
11704,0
11704.5,0
11705,0
11705.5,0
11706,0
11706.5,0
11707,0
11707.5,0
11708,0
11708.5,0
11709,0
11709.5,0
11710,0
11710.5,0
11711,0
11711.5,0
11712,0
11712.5,0
11713,0
11713.5,0
11714,0
11714.5,0
11715,0
11715.5,0
11716,0
11716.5,0
11717,0
11717.5,0
11718,0
11718.5,0
11719,0
11719.5,0
11720,0
11720.5,0
11721,0
11721.5,0
11722,0
11722.5,0
11723,0
11723.5,0
11724,0
11724.5,0
11725,0
11725.5,0
11726,0
11726.5,0
11727,0
11727.5,0
11728,0
11728.5,0
11729,0
11729.5,0
11730,0
11730.5,0
11731,0
11731.5,0
11732,0
11732.5,0
11733,0
11733.5,0
11734,0
11734.5,0
11735,0
11735.5,0
11736,0
11736.5,0
11737,0
11737.5,0
11738,0
11738.5,0
11739,0
11739.5,0
11740,0
11740.5,0
11741,0
11741.5,0
11742,0
